index,ID,tweet,tweet_clean,tweet_raw_len,tweet_clean_len,split,ineffective,unnecessary,pharma,rushed,side-effect,mandatory,country,ingredients,political,none,conspiracy,religious
10,1407341885052669960,"Sen. Johnson: Democrat media suppress information about more than 5,000 vaccine deaths - https://t.co/J1PlMAAplI","Sen. Johnson: Democrat media suppress information about more than 5,000 vaccine deaths - [URL]",14,14,train,0,0,0,0,1,0,0,0,0,0,0,0
11,1354844941168619524,"@andy_b1969 @Nigel_Farage About the disputed efficacy of the AZ vaccine, see here https://t.co/lN8sYFtlVa About the derivation of these vaccines from aborted baby parts, see this video interview (and transcrip) with a virus & vaccine expert: https://t.co/4BVSCVThm3","[USER] [USER] About the disputed efficacy of the AZ vaccine, see here [URL] About the derivation of these vaccines from aborted baby parts, see this video interview (and transcrip) with a virus & vaccine expert: [URL]",36,36,train,0,0,0,0,0,0,0,1,0,0,0,0
12,1410873702523150336,"@Asher_Wolf Meanwhile the clots say ""The final details of that will be released within the coming week"" For 2 months I have believed we should have a no-fault compensation for properly diagnosed AstraZeneca vaccine induced clots.","[USER] Meanwhile the clots say ""The final details of that will be released within the coming week"" For 2 months I have believed we should have a no-fault compensation for properly diagnosed AstraZeneca vaccine induced clots.",36,36,train,0,0,0,0,1,0,0,0,0,0,0,0
13,1385549673214132230,"@NicoleThibault8 @oc52130 @US_FDA @pfizer ‘People’ ,not kids! Surely you protect your kids from things that might harm them? No data to suggest Covid does. The vaccine isn’t even approved for them yet & potential long term side effects are not known Kids are not getting sick or dying from Covid!","[USER] [USER] [USER] [USER] ‘People’ ,not kids! Surely you protect your kids from things that might harm them? No data to suggest Covid does. The vaccine isn’t even approved for them yet & potential long term side effects are not known Kids are not getting sick or dying from Covid!",50,50,train,0,0,0,1,0,0,0,0,0,0,0,0
14,1376993890377547779,@TheEliKlein @zeynepyenisey You assume no long term effects from this experimental vaccine.  And if the risk of covid is about the same as the flu for young people (or less) why is it so urgent for young people to get this shot but it wasn't urgent for the flu?  Vulnerable people have the vax and are safe.,[USER] [USER] You assume no long term effects from this experimental vaccine. And if the risk of covid is about the same as the flu for young people (or less) why is it so urgent for young people to get this shot but it wasn't urgent for the flu? Vulnerable people have the vax and are safe.,57,57,train,0,1,0,1,1,0,0,0,0,0,0,0
15,1349576125454852097,@4mishee @ScottMorrisonMP can keep his vaccine 💉 I’ll take covid with its “ non existent “ symptoms over some big pharma no liability or indemnity lab 🧪 cooked vaccine thank you.,[USER] [USER] can keep his vaccine syringe I’ll take covid with its “ non existent “ symptoms over some big pharma no liability or indemnity lab test tube cooked vaccine thank you.,31,32,train,0,1,1,0,0,0,0,0,0,0,0,0
16,1280532929790259208,"And taxpayers just gave $1.6 billion to Novavax, a company that has brought nothing to market, the LARGEST covid vaccine contract. And best believe they will still charge for it.","And taxpayers just gave $1.6 billion to Novavax, a company that has brought nothing to market, the LARGEST covid vaccine contract. And best believe they will still charge for it.",30,30,train,0,0,1,0,0,0,0,0,0,0,0,0
17,1374399606121844741,"@NateSilver538 Good grief. Between the flawed trials we heard about earlier, and now this, AstraZeneca is putting on a masterclass in What Not To Do. They probably have a decent vaccine, but who can trust it when they keep getting sloppy and/or messing with the data?","[USER] Good grief. Between the flawed trials we heard about earlier, and now this, AstraZeneca is putting on a masterclass in What Not To Do. They probably have a decent vaccine, but who can trust it when they keep getting sloppy and/or messing with the data?",46,46,train,0,0,0,1,0,0,0,0,0,0,0,0
18,1337572148584570880,"@DidlerBette Dr. Mikovits warned Months ago that HIV had been added to the CV vaccs. Now, after taking the Pfizer CV Vacc, volunteers are having,"" False Positive HIV"",test results..Uh huh...sure they are False +...She warned us!!","[USER] Dr. Mikovits warned Months ago that HIV had been added to the CV vaccs. Now, after taking the Pfizer CV Vacc, volunteers are having,"" False Positive HIV"",test results..Uh huh...sure they are False +...She warned us!!",36,36,train,0,0,0,0,1,0,0,1,0,0,0,0
19,1340312194215538688,"The FDA is investigating allergic reactions to the Pfizer vaccine reported in multiple states. I have two daughters who are RN’s, and both of them told me they do not intend to take it. #NorDoI! https://t.co/oZAEzRhZsj","The FDA is investigating allergic reactions to the Pfizer vaccine reported in multiple states. I have two daughters who are RN’s, and both of them told me they do not intend to take it. #NorDoI! [URL]",36,36,train,0,0,0,0,1,0,0,0,0,0,0,0
20,1364570906828308488,"J&J vax not much better (66%) than the Astra-Zeneca for preventing any COVID infection including moderate, and maybe inferior in terms of preventing severe illness (85%). https://t.co/8tJOnPp3Jt","J&J vax not much better (66%) than the Astra-Zeneca for preventing any COVID infection including moderate, and maybe inferior in terms of preventing severe illness (85%). [URL]",27,27,train,1,0,0,0,0,0,0,0,0,0,0,0
21,1365406361874530306,"@JoySwan12 @HempleLouise I'm a flat earth anti vaxxer. I couldn't give a toss about the Queen, though. I see the brainwashed government lovers getting upset that the open minded, critical thinkers are able to voice their opinions (reasonable and widely shared).","[USER] [USER] I'm a flat earth anti vaxxer. I couldn't give a toss about the Queen, though. I see the brainwashed government lovers getting upset that the open minded, critical thinkers are able to voice their opinions (reasonable and widely shared).",41,41,train,0,1,0,0,0,0,0,0,1,0,0,0
22,1090704386450432001,"@Kolesnikoff @dcexaminer So, you are going to turn those who actually have serious allergies to vaccine components into social lepers? Not all unvaccinated people are by choice. Since 'undocumented immigrants' are also often undocumented in terms of their vaccinations, I assume you're including them.","[USER] [USER] So, you are going to turn those who actually have serious allergies to vaccine components into social lepers? Not all unvaccinated people are by choice. Since 'undocumented immigrants' are also often undocumented in terms of their vaccinations, I assume you're including them.",44,44,train,0,0,0,0,0,1,0,0,0,0,0,0
23,1352907522831605760,@David13353252 Vaccine related??? I am beginning to think the elderly should not have at all.,[USER] Vaccine related??? I am beginning to think the elderly should not have at all.,15,15,train,0,0,0,0,0,0,0,0,0,1,0,0
24,1404410898429714434,AstraZeneca's COVID Jab Should Be Halted For People Over 60: EMA | ZeroHedge EMA safety committee on Friday said that capillary leak syndrome is a new side effect after taking AstraZeneca's vaccine https://t.co/cbbuLJvrZq,AstraZeneca's COVID Jab Should Be Halted For People Over 60: EMA | ZeroHedge EMA safety committee on Friday said that capillary leak syndrome is a new side effect after taking AstraZeneca's vaccine [URL],33,33,train,0,0,0,0,1,0,0,0,0,0,0,0
25,1293301922041077763,Yeah I’m not taking a rushed vaccine until we see how many people it kills. I am fine staying in my house away from people #RussianVaccine,Yeah I’m not taking a rushed vaccine until we see how many people it kills. I am fine staying in my house away from people #RussianVaccine,26,26,train,0,0,0,1,0,0,0,0,0,0,0,0
26,1292920028996739079,@mezucchini bill gates it goingnto put it back in with his corona virus vaccine nice try,[USER] bill gates it goingnto put it back in with his corona virus vaccine nice try,16,16,train,0,0,1,0,0,0,0,0,0,0,1,0
27,1299927859583049730,@NVICLoeDown 🌈 Sweden banned the use of masks when Covid started “unless you had a note from a doctor stating you had Covid-19.” No kids died. Only people over 70 w obesity or other deadly disease died. ❤️Sweden proved vaccines are unnecessary. ❤️Write-in Paul Kangas 4 President.,[USER] rainbow Sweden banned the use of masks when Covid started “unless you had a note from a doctor stating you had Covid-19.” No kids died. Only people over 70 w obesity or other deadly disease died. red heart Sweden proved vaccines are unnecessary. red heart Write-in Paul Kangas 4 President.,47,51,train,0,1,0,0,0,0,0,0,0,0,0,0
28,1350170207864696835,Covid vaccine horror as 23 people suddenly DIE after Pfizer jab after ‘side effects’ | World | News https://t.co/UDXNIiws7y,Covid vaccine horror as 23 people suddenly DIE after Pfizer jab after ‘side effects’ | World | News [URL],19,19,train,0,0,0,0,1,0,0,0,0,0,0,0
29,1364802426587344897,"@dsizzo @MichaelBalcom1 @Kamou10 @AP You do know that after being vaccinated, you can still be a carrier just like the person that didn’t get vaccinated, so why should they be restrained and not you? You being vaccinated doesn’t protect others from catching Covid from you🤷🏾‍♂️","[USER] [USER] [USER] [USER] You do know that after being vaccinated, you can still be a carrier just like the person that didn’t get vaccinated, so why should they be restrained and not you? You being vaccinated doesn’t protect others from catching Covid from you man shrugging medium-dark skin tone",45,50,train,1,0,0,0,0,0,0,0,0,0,0,0
30,1341591707171827712,"So 3,150 out 112,807 people who rec'd vaccine or 2.8% were ""incapacitated"" after 1st shot (i.e., unable to perform normal daily activities, unable to work, required care from doctor or health care professional). How does that compare to COVID death rate of people <60 yrs old?","So 3,150 out 112,807 people who rec'd vaccine or 2.8% were ""incapacitated"" after 1st shot (i.e., unable to perform normal daily activities, unable to work, required care from doctor or health care professional). How does that compare to COVID death rate of people <60 yrs old?",46,46,train,0,0,0,0,1,0,0,0,0,0,0,0
31,1321892420942991363,I couldn't believe what I was reading. This is my state. There is no way in hell I'd take any vaccine for covid. I don't take any of them.,I couldn't believe what I was reading. This is my state. There is no way in hell I'd take any vaccine for covid. I don't take any of them.,29,29,train,0,0,0,0,0,0,0,0,0,1,0,0
32,1329119018616193024,"@RobertW31430731 @pfizer Is this vaccine for real or just some get-rich quick scheme of the Trumps ? Is Ivanka raking in millions from Pfizer stock ? I do not trust anything that comes from, through or near the Trump administration.","[USER] [USER] Is this vaccine for real or just some get-rich quick scheme of the Trumps ? Is Ivanka raking in millions from Pfizer stock ? I do not trust anything that comes from, through or near the Trump administration.",40,40,train,0,0,0,0,0,0,0,0,1,0,0,0
33,1336340368367861761,@BBCNews NO. You know as well as we all do that all this vaccine does is lessen the symptoms of the virus - you don't mention that it could cause repercussions on other viruses as the bodies own immune system can be weakened by the Pfizer vaccine - all in the public domain.,[USER] NO. You know as well as we all do that all this vaccine does is lessen the symptoms of the virus - you don't mention that it could cause repercussions on other viruses as the bodies own immune system can be weakened by the Pfizer vaccine - all in the public domain.,53,53,train,1,0,0,0,1,0,0,0,0,0,0,0
34,1335754588725633024,@WilliamShatner The vaccine was tested before being released.  I’m not taking any vaccine for Covid-19 until they thoroughly test it.  I was young but remember the horrific outcome of that vaccine.  Locally hundreds died but thousands died elsewhere.  Sad.,[USER] The vaccine was tested before being released. I’m not taking any vaccine for Covid-19 until they thoroughly test it. I was young but remember the horrific outcome of that vaccine. Locally hundreds died but thousands died elsewhere. Sad.,39,39,train,0,0,0,1,0,0,0,0,0,0,0,0
35,1338961436631060481,@Leighspc @J741258 @AlexBerenson @pfizer Do tell - how many of the people who’ve already gotten the vaccine have died?,[USER] [USER] [USER] [USER] Do tell - how many of the people who’ve already gotten the vaccine have died?,19,19,train,0,0,0,0,1,0,0,0,0,0,0,0
36,1336262857260929024,"Check out Pfizer's wonderful record of service to humanity. Oh, and it's $BILLIONS paid out in fines for malpractice and malfeasance. https://t.co/AmKnqn2YA2","Check out Pfizer's wonderful record of service to humanity. Oh, and it's $BILLIONS paid out in fines for malpractice and malfeasance. [URL]",22,22,train,0,0,1,0,0,0,0,0,0,0,0,0
37,1414879811877605377,"The Covaxin recipient, a man in his late 60s (also with no COVID-19 comorbidities), died from complications of COVID-19. https://t.co/U1iAw9kMf1","The Covaxin recipient, a man in his late 60s (also with no COVID-19 comorbidities), died from complications of COVID-19. [URL]",20,20,train,0,0,0,0,1,0,0,0,0,0,0,0
38,1355164450056073222,"Now Johnson n Johnson got a fucking single shot vaccine , Foh","Now Johnson n Johnson got a fucking single shot vaccine , Foh",12,12,train,0,0,0,0,0,0,0,0,0,1,0,0
39,1345361992392056833,@keirshiels @marcuschown What is the point exactly - Pfizer itself says the vaccine is useless if the 2nd jab isn't given within the correct time frame or are you 2nd vaccinating your elderly frail patients?,[USER] [USER] What is the point exactly - Pfizer itself says the vaccine is useless if the 2nd jab isn't given within the correct time frame or are you 2nd vaccinating your elderly frail patients?,35,35,train,1,0,0,0,0,0,0,0,0,0,0,0
40,1341945597801111552,"@pcrclaims Nightingales reserved for theatre of war. AI will hide side-effects/vaccine injuries (cv vax). But many cld collapse public (narcolepsy/spinal paralysis=side-effects).Wld be declared 'covid', prison in nightingales. MSM lies, public 👋 lies. Showers w/o water","[USER] Nightingales reserved for theatre of war. AI will hide side-effects/vaccine injuries (cv vax). But many cld collapse public (narcolepsy/spinal paralysis=side-effects).Wld be declared 'covid', prison in nightingales. MSM lies, public waving hand lies. Showers w/o water",35,36,train,0,0,0,0,1,0,0,0,0,0,0,0
41,1362628679239684098,@saadpb @BoobyJargon @AnjKhem My Dad died after the Modern vaccine. Organs started shutting down. Doctor said no real proof it was the vaccine. He has covid in August. He should not have gotten it. He would still be alive had he not taken it.,[USER] [USER] [USER] My Dad died after the Modern vaccine. Organs started shutting down. Doctor said no real proof it was the vaccine. He has covid in August. He should not have gotten it. He would still be alive had he not taken it.,44,44,train,0,0,0,0,1,0,0,0,0,0,0,0
42,1375804823216480258,@Andrea62928413 @StorkBoris @M13kyD I think he was told he was being given the vaccine (small fee taken) when in fact it was some whoopy woo stuff. Next he'll be complaining of the after effects (or come down!). Later he'll be requesting his second shot.,[USER] [USER] [USER] I think he was told he was being given the vaccine (small fee taken) when in fact it was some whoopy woo stuff. Next he'll be complaining of the after effects (or come down!). Later he'll be requesting his second shot.,44,44,train,1,0,0,0,0,0,0,0,0,0,0,0
43,1378302333063401474,If the vaccines work like they say then why does it matter if a few people don’t have it? If they don’t have it and get covid then it’s on them but it should be THEIR choice? Meanwhile everybody else who has the vaccine will be fine? Utterly utterly absurd,If the vaccines work like they say then why does it matter if a few people don’t have it? If they don’t have it and get covid then it’s on them but it should be THEIR choice? Meanwhile everybody else who has the vaccine will be fine? Utterly utterly absurd,50,50,train,0,0,0,0,0,1,0,0,0,0,0,0
44,1422940368752967688,"#VAERS 50y♀️#Moderna #CovidVaccine #Gangrene #Amputation #Thrombosis ""reported by a consumer (subsequently medically confirmed) ... occurrence of THROMBOSIS (Blood clots), THROMBECTOMY (two clots were removed), GANGRENE ... and LEG AMPUTATION"" https://t.co/qBVrLcJyM9","#VAERS 50y female sign #Moderna #CovidVaccine #Gangrene #Amputation #Thrombosis ""reported by a consumer (subsequently medically confirmed) ... occurrence of THROMBOSIS (Blood clots), THROMBECTOMY (two clots were removed), GANGRENE ... and LEG AMPUTATION"" [URL]",30,33,train,0,0,0,0,1,0,0,0,0,0,0,0
45,1354155004798631937,@RichAlexander20 @revolutino @united If they're so safe then why do the pharmaceutical companies have measures in place that protects them from being sued in the event the vaccine doesn't work as promised. It seems that United is setting themselves up for potential employee lawsuits in the future. Not smart .,[USER] [USER] [USER] If they're so safe then why do the pharmaceutical companies have measures in place that protects them from being sued in the event the vaccine doesn't work as promised. It seems that United is setting themselves up for potential employee lawsuits in the future. Not smart .,50,50,train,1,0,0,0,0,0,0,0,0,0,0,0
46,1306268829211938829,@QuickTake I will never take a Covid test nor the vaccine. Covid is being used as a political football and I will have no part of it.,[USER] I will never take a Covid test nor the vaccine. Covid is being used as a political football and I will have no part of it.,27,27,train,0,0,0,0,0,0,0,0,1,0,0,0
47,1344644995505156097,"@MaxduPreez 1. The way I understand it is not that simple. Pfizer vaccine not the best for us because must remain frozen in transport and we are far away. Also, it now shows allergic reaction 10x more than other vaccines (acc to Barry Schoub).","[USER] 1. The way I understand it is not that simple. Pfizer vaccine not the best for us because must remain frozen in transport and we are far away. Also, it now shows allergic reaction 10x more than other vaccines (acc to Barry Schoub).",44,44,train,0,0,0,0,1,0,0,0,0,0,0,0
48,1366868985627742210,"Catholics should avoid Johnson & Johnson’s vaccine if other options are available, official U.S. group says https://t.co/jhneH7m8a3 https://t.co/PSAqGwttcH","Catholics should avoid Johnson & Johnson’s vaccine if other options are available, official U.S. group says [URL] [URL]",18,18,train,0,0,0,0,0,0,0,0,0,0,0,1
49,1339662607800786944,"Moderna and Pfizer cannot be sued if vaccine side effects is severe, in other words you're on your own if you get vaccinated, I rather be on my own without it, thank you much!!!!","Moderna and Pfizer cannot be sued if vaccine side effects is severe, in other words you're on your own if you get vaccinated, I rather be on my own without it, thank you much!!!!",34,34,train,0,0,1,0,1,0,0,0,0,0,0,0
50,1374699166631219207,Death of Ukrainian servicewoman after vaccination caused by acute circulatory disorders #AstraZeneca https://t.co/EF6KwBYfsf,Death of Ukrainian servicewoman after vaccination caused by acute circulatory disorders #AstraZeneca [URL],13,13,train,0,0,0,0,1,0,0,0,0,0,0,0
51,1364571808037539842,"@odvjetnik1 @elonmusk COVID is a scam so big pharma can make money, like the swine flu scandale in 2009 same shit over again. It is a politicized virus. You aware 99.98% survive COVID? Why would you need a risky vaccine that hasn't been used on humans before?","[USER] [USER] COVID is a scam so big pharma can make money, like the swine flu scandale in 2009 same shit over again. It is a politicized virus. You aware 99.98% survive COVID? Why would you need a risky vaccine that hasn't been used on humans before?",47,47,train,0,1,1,1,0,0,0,0,0,0,0,0
52,1338220659546046464,@DrNancyM_CDC It is unlikely that covid vaccines will have much impact on epidemics. The efficacy reports on most vaccines are fake statistics. Pfizer's vaccine is known to have side effects that can be worse than covid. https://t.co/4jpN1pOuR7,[USER] It is unlikely that covid vaccines will have much impact on epidemics. The efficacy reports on most vaccines are fake statistics. Pfizer's vaccine is known to have side effects that can be worse than covid. [URL],37,37,train,0,0,0,1,1,0,0,0,0,0,0,0
53,1297621454977212425,@joelockhart Politicians not science run the show! All public trust for any treatment vaccine will be destroyed,[USER] Politicians not science run the show! All public trust for any treatment vaccine will be destroyed,17,17,train,0,0,0,0,1,0,0,0,0,0,0,0
54,1377356538747047939,love not being vaccinated yet💉🤣💉 this family went to disney world for spring break btw https://t.co/57y3WmE53h,love not being vaccinated yet syringe rolling on the floor laughing syringe this family went to disney world for spring break btw [URL],16,23,train,0,0,0,0,0,0,0,0,0,1,0,0
55,1264539283857108994,"@Ccressman87 @DeniseE100 @CTVToronto We need to start asking those in charge ,if most Covid cases are mild/assymptomatic and majority of deaths are in care homes, why all the extra public health measures, social distancing , ppe and vaccine propaganda? Ask about herd and natural immunity vs vaccine immunity?","[USER] [USER] [USER] We need to start asking those in charge ,if most Covid cases are mild/assymptomatic and majority of deaths are in care homes, why all the extra public health measures, social distancing , ppe and vaccine propaganda? Ask about herd and natural immunity vs vaccine immunity?",48,48,train,0,1,0,0,0,0,0,0,0,0,0,0
56,1362826136674136067,"@paulvieira I'd love to see the results of ""Covid Vaccine Deaths & Complications"" plugged into that same covid case modelling software!","[USER] I'd love to see the results of ""Covid Vaccine Deaths & Complications"" plugged into that same covid case modelling software!",21,21,train,0,0,0,0,1,0,0,0,0,0,0,0
57,1353309231190044674,@PritchardGriff2 It upsets me to see all these vulnerable human beings having this unknown vaccine. And like you say i bet they were never told before hand that they will still be in the same position even after having it. And yes where is the cleanliness protocol 🤦🏼‍♀️😢,[USER] It upsets me to see all these vulnerable human beings having this unknown vaccine. And like you say i bet they were never told before hand that they will still be in the same position even after having it. And yes where is the cleanliness protocol woman facepalming medium-light skin tone crying face,48,54,train,1,0,0,0,0,0,0,0,0,0,0,0
58,1350407066851094528,I’ve been flat out declining Pfizer vaccine after seeing two peoples side effects. I was offered Oxford yesterday but declined it as I know of a lot of people who have had even worse side effects than Pfizer. Luckily my manager was cool with it and said it’s my choice.,I’ve been flat out declining Pfizer vaccine after seeing two peoples side effects. I was offered Oxford yesterday but declined it as I know of a lot of people who have had even worse side effects than Pfizer. Luckily my manager was cool with it and said it’s my choice.,50,50,train,0,0,0,0,1,0,0,0,0,0,0,0
59,1291657231709216769,COVID IS REALLY AN INTELLIGENCE TEST HOW CAN ANYBODY BE STUPID ENOUGH TO THINK OVERNIGHT EVERYBODY IN THE ENTIRE WORLD IS SICK & NEEDS TESTING MASKS & VACCINES? MOST PEOPLE WHO TEST POSITIVE FEEL FINE & ARE NOT SICK WHAT A FEAR PSYOP ON HUMAN RACE EVERYONE IS BRAINWASHED SO SAD https://t.co/BD1gABClEW,COVID IS REALLY AN INTELLIGENCE TEST HOW CAN ANYBODY BE STUPID ENOUGH TO THINK OVERNIGHT EVERYBODY IN THE ENTIRE WORLD IS SICK & NEEDS TESTING MASKS & VACCINES? MOST PEOPLE WHO TEST POSITIVE FEEL FINE & ARE NOT SICK WHAT A FEAR PSYOP ON HUMAN RACE EVERYONE IS BRAINWASHED SO SAD [URL],52,52,train,0,0,0,0,0,1,0,0,0,0,0,0
60,1339311167978811394,@JamesMartinSJ Pfizer has been given legal protection if anything goes wrong with the vaccine so why would they fight for that if they were so sure that it does what they say it does people see through it and will not be taking it and I don't think MSM realizes that,[USER] Pfizer has been given legal protection if anything goes wrong with the vaccine so why would they fight for that if they were so sure that it does what they say it does people see through it and will not be taking it and I don't think MSM realizes that,51,51,train,0,0,1,0,0,0,0,0,0,0,0,0
61,1403676363517743105,California Woman Who Got Both Moderna Vaccine Shots Dies of COVID-19: Officials - The Epoch Times https://t.co/qRsdQZpqA8,California Woman Who Got Both Moderna Vaccine Shots Dies of COVID-19: Officials - The Epoch Times [URL],17,17,train,1,0,0,0,0,0,0,0,0,0,0,0
62,1390974070934671360,"Reported Vaccine Injuries Continue to Climb, Pfizer Seeks Full Approval for COVID Vaccine • Children's Health Defense https://t.co/FUoIkVBAMK","Reported Vaccine Injuries Continue to Climb, Pfizer Seeks Full Approval for COVID Vaccine • Children's Health Defense [URL]",18,18,train,0,0,0,0,1,0,0,0,0,0,0,0
63,1375846822917328896,"Is pfizer really testing their vaccine on infants? 🤔 As a parent, I would never allow that.😣","Is pfizer really testing their vaccine on infants? thinking face As a parent, I would never allow that. persevering face",17,20,train,0,0,0,1,0,0,0,0,0,0,0,0
64,1407783455161831424,"Pfizer COVID Vaccine Linked to Rare Blood Clot Disorder, Israeli Researchers Say Israeli researchers on Monday said they discovered a link between Pfizer’s COVID vaccine and thrombotic thrombocytopenic purpura (TTP), a rare blood disease. Scientists wi… https://t.co/kMKDeHz9ks","Pfizer COVID Vaccine Linked to Rare Blood Clot Disorder, Israeli Researchers Say Israeli researchers on Monday said they discovered a link between Pfizer’s COVID vaccine and thrombotic thrombocytopenic purpura (TTP), a rare blood disease. Scientists wi… [URL]",37,37,train,0,0,0,0,1,0,0,0,0,0,0,0
65,1233210615964942337,"@WMN4SRVL @washingtonpost He seems pretty credible to me. Cui bono, if we go with your sources? Look at what he says about animals showing high incidence of respiratory failure AFTER being vaccinated. He asks whether Chinese had been subjected to vaccine trials. #Coronavirus https://t.co/FWO9rfSonk","[USER] [USER] He seems pretty credible to me. Cui bono, if we go with your sources? Look at what he says about animals showing high incidence of respiratory failure AFTER being vaccinated. He asks whether Chinese had been subjected to vaccine trials. #Coronavirus [URL]",44,44,train,0,0,0,0,1,0,0,0,0,0,0,0
66,1392386870382927874,#FordNation's critics (*cough* Liberals) are blaming the provincial government for halting #AstraZeneca vaccine rollout in the province So they want to continue using a vaccine that causes #bloodclots 🙄 #Ontario is the only province to halt the use of this inferior vaccine,#FordNation's critics (*cough* Liberals) are blaming the provincial government for halting #AstraZeneca vaccine rollout in the province So they want to continue using a vaccine that causes #bloodclots face with rolling eyes #Ontario is the only province to halt the use of this inferior vaccine,42,45,train,0,0,0,0,1,0,0,0,1,0,0,0
67,1354827717976449024,Employer called an asked was I gettin the Covid Vaccine. Be a big hell no for me,Employer called an asked was I gettin the Covid Vaccine. Be a big hell no for me,17,17,train,0,0,0,0,0,0,0,0,0,1,0,0
68,1365048430696026120,@POTUS Infertility through vaccination? Read this revealing article. Press the link! https://t.co/ugxfNATLIG @RoyalFamily @KensingtonRoyal @CasaReal @CourGrandDucale @Kronprinsparet @KingAbdullahII @KremlinRussia_E @JustinTrudeau #COVID19Vaccine #Covid19UK #Israel https://t.co/J4QVJG5F43,[USER] Infertility through vaccination? Read this revealing article. Press the link! [URL] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] #COVID19Vaccine #Covid19UK #Israel [URL],24,24,train,0,0,0,0,1,0,0,0,0,0,0,0
